"Country","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"Uruguay","3400439","3412013","3424139","3436645","3449290","3461731","3473727","3485790","3497775","3509630","3521323","3532849","3544151","3555236","3566096","3576692","3587041","3597119","3606938","3616443","3625648","3634518","3643053","3651249","3659148","3666741","3674069","3681112","3687898","3694437","3700739","3706834","3712734","3718419","3723895","3729122","3734077","3738770","3743199","3747335","3751194","3754780","3758065","3761052","3763759","3766157","3768258","3770061","3771573","3772791","3773714","3774364","3774726","3774837","3774673","3774246","3773568","3772672","3771521","3770169","3768606","3766879","3764977","3762896","3760682","3758328","3755839","3753236","3750526","3747714","3744808","3741800","3738720","3735550","3732338","3729083","3725809","3722556","3719294","3716058","3712848","3709677","3706549","3703480","3700481","3697584","3694797"
"Uzbekistan","30426394","30929556","31441753","31959774","32476232","32981715","33469199","33988687","34496124","34992608","35479388","35957904","36429824","36896980","37361354","37824903","38289323","38755677","39224041","39693505","40162423","40629503","41094474","41557542","42018309","42476397","42931453","43383233","43831344","44275042","44713457","45145949","45572238","45992392","46406468","46814692","47217321","47614323","48005874","48392666","48775556","49155257","49532082","49906057","50277304","50645756","51011472","51374596","51735259","52093443","52449029","52801966","53152356","53500395","53846151","54189702","54531210","54870831","55208835","55545552","55881410","56216810","56551917","56887042","57222718","57559583","57898123","58238538","58580879","58925310","59271957","59620835","59971964","60325180","60680039","61035986","61392509","61749224","62105855","62462202","62818007","63172980","63526677","63878593","64228040","64574301","64916454"
"Vanuatu","263888","271128","278326","285499","292675","299882","307150","314797","322676","330727","338960","347358","355924","364649","373548","382617","391884","401328","410951","420735","430635","440640","450737","460940","471251","481656","492190","502833","513590","524478","535499","546657","557958","569407","580997","592720","604597","616610","628757","641064","653500","666072","678802","691651","704657","717790","731051","744455","757974","771613","785387","799252","813217","827294","841463","855722","870061","884478","898967","913547","928207","942962","957814","972754","987791","1002896","1018100","1033365","1048711","1064131","1079634","1095226","1110899","1126656","1142476","1158333","1174215","1190124","1206052","1221999","1237985","1254011","1270083","1286188","1302352","1318538","1334753"
"Venezuela (Bolivarian Republic of)","30042973","30081827","29851249","29402480","28887117","28515829","28435943","29158192","29849146","30512120","31149295","31761619","32348815","32909368","33440865","33940324","34405406","34835728","35233893","35606086","35960622","36304023","36639093","36965939","37285161","37596396","37899675","38196086","38487326","38774568","39059037","39341723","39623333","39904231","40184553","40464206","40743111","41021431","41299317","41576510","41852660","42127441","42400795","42672639","42942600","43210238","43475212","43737380","43996744","44253319","44507149","44758328","45006850","45252766","45496273","45737603","45977007","46214622","46450588","46684940","46917722","47149007","47378864","47607516","47835434","48063156","48291137","48519584","48748460","48977662","49206983","49436244","49665480","49894731","50123917","50352901","50581616","50809999","51038079","51265890","51493471","51720874","51948134","52175238","52402192","52628988","52855578"
"Viet Nam","91713850","92677082","93640435","94600643","95545959","96462108","97338583","98154952","98954483","99736339","100499133","101240859","101958909","102650087","103310777","103937266","104526564","105077328","105590682","106070506","106522545","106951455","107358457","107743971","108111032","108462989","108802364","109130559","109447719","109753475","110046745","110326542","110592873","110845523","111082798","111302535","111502917","111683366","111843544","111982418","112098869","112192144","112262047","112308714","112332460","112333843","112313528","112272130","112210476","112129996","112032382","111919296","111791853","111651334","111499810","111339623","111172788","111000630","110824174","110644812","110463835","110282366","110101351","109921423","109742884","109565828","109390301","109216599","109045010","108875594","108708286","108543023","108379783","108218399","108058499","107899554","107741119","107582815","107424385","107265609","107106230","106945929","106784311","106620910","106455117","106286268","106113577"
"Wallis and Futuna Islands","12338","12262","12098","11894","11653","11436","11246","11094","10979","10896","10825","10739","10666","10591","10525","10447","10386","10332","10278","10217","10154","10104","10049","9991","9935","9880","9810","9746","9686","9624","9554","9488","9418","9346","9281","9209","9138","9056","8980","8909","8826","8748","8664","8584","8510","8429","8351","8264","8188","8103","8022","7938","7858","7774","7701","7617","7540","7457","7378","7308","7232","7151","7074","7005","6943","6860","6795","6731","6665","6599","6532","6472","6403","6347","6276","6216","6159","6097","6035","5972","5914","5854","5788","5731","5672","5611","5558"
"Western Sahara","514984","526211","538744","552617","567396","582458","597330","612392","627699","643194","658829","674592","690445","706359","722341","738395","754485","770630","786801","802962","819066","835068","850975","866768","882479","898124","913714","929265","944753","960222","975655","991062","1006466","1021869","1037256","1052639","1068011","1083390","1098756","1114126","1129503","1144873","1160257","1175641","1191025","1206422","1221812","1237214","1252607","1268007","1283390","1298750","1314112","1329467","1344804","1360150","1375506","1390869","1406253","1421654","1437090","1452579","1468104","1483699","1499341","1515061","1530857","1546734","1562691","1578745","1594890","1611139","1627491","1643939","1660482","1677124","1693852","1710663","1727563","1744522","1761555","1778640","1795775","1812953","1830156","1847372","1864589"
"Yemen","25823488","26497881","27168210","27834811","28498683","29161922","29825968","30528532","31243840","31969662","32704247","33446297","34195061","34950297","35712089","36480877","37256892","38039790","38828267","39619857","40411448","41200582","41986087","42767837","43545922","44320901","45093118","45862161","46627402","47388721","48146020","48899176","49647837","50391666","51130513","51864205","52592516","53315234","54031845","54741400","55442710","56134862","56817270","57489786","58152361","58805113","59448072","60081133","60703939","61315977","61916577","62505313","63082090","63647052","64200400","64742429","65273504","65793714","66303351","66803060","67293642","67775780","68249805","68715924","69174464","69625718","70069930","70507363","70938158","71362335","71779815","72190598","72594740","72992366","73383469","73767994","74145945","74517362","74882304","75240874","75593173","75939303","76279339","76613340","76941364","77263422","77579529"
"Zambia","15399793","15879370","16363449","16853608","17351714","17861034","18383956","18939230","19518899","20120847","20743348","21385130","22045328","22723512","23419590","24133735","24866067","25616348","26383641","27166282","27962141","28769676","29588164","30417870","31259452","32114029","32982508","33865055","34761521","35672183","36597339","37537236","38492025","39461960","40447396","41448716","42466234","43500144","44550472","45617091","46699846","47798586","48913144","50043543","51189914","52352445","53531185","54726131","55936899","57162755","58402738","59656107","60922493","62201819","63493997","64798940","66116630","67446887","68789571","70144607","71511949","72891592","74283319","75687080","77103121","78531806","79973315","81427662","82894466","84373209","85863136","87363633","88874355","90395155","91925809","93466124","95015902","96574865","98142691","99719040","101303532","102895853","104495709","106102811","107716941","109337901","110965512"
"Zimbabwe","13586710","13814642","14030338","14236599","14438812","14645473","14862927","15106970","15371060","15653274","15951920","16265596","16593145","16933679","17286545","17651209","18027120","18413470","18809021","19212011","19620402","20032506","20447253","20864122","21282682","21702747","22124067","22546163","22968439","23390459","23811844","24232246","24651471","25069351","25485709","25900477","26313624","26725032","27134798","27543299","27951088","28358584","28765846","29172895","29579942","29987286","30395069","30803328","31211910","31620527","32028791","32436301","32842892","33248375","33652343","34054327","34453931","34850894","35245037","35636115","36023855","36408057","36788586","37165316","37538127","37906965","38271725","38632425","38989086","39341812","39690734","40036007","40377698","40715944","41051048","41383421","41713380","42041108","42366704","42690167","43011528","43330785","43648012","43963332","44276912","44588983","44899796"
